"Rank","Release_Group","Worldwide_Gross","Domestic_Gross","Domestic_Percent","Foreign_Gross","Foreign_Percent","Year","Genres","Rating","Vote_Count","Original_Language","Production_Countries","Release Date","Description","No_of_Persons_Voted","Directed by","Written by","Duration","hours","minutes","Duration_min","Year_Group","Genre_Simplified","avg_rating","avg_gross","Quadrant"
40,"Mission to Mars",110983407,60883407,54.9,50100000,45.1,2000,"Science Fiction, Adventure, Thriller",5.986,1422,"en","United States of America","Mar 10, 2000","The extraordinary story of the astronauts of the Mars Recovery Mission, the nearly insurmountable dangers that confront the heroic crew on their journey through space, and the amazing discovery they make when they finally reach Mars.  (Touchstone Pictures)",66,"Brian De Palma","Lowell Cannon, Jim Thomas, John Thomas, Graham Yost","1 h 54 m",1,54,114,"2000-2008","Adventure",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
41,"The Kid",110317580,69691949,63.2,40625631,36.8,2000,"Comedy, Drama",8.17,2109,"en","United States of America","Mar 8, 2019","A young boy, Rio (Jake Schur), is forced to go on the run across the American Southwest in a desperate attempt to save his sister (Leila George) from his villainous uncle (Chris Pratt). Along the way, he encounters Sheriff Pat Garrett (Ethan Hawke), on the hunt for the infamous outlaw Billy the Kid (Dane DeHaan). Rio finds himself increasingly entwined in the lives of these two legendary figures as the cat and mouse game of Billy the Kid’s final year of life plays out. Ultimately Rio is forced to choose which type of man he is going to become, the outlaw or the man of valor, and will use this self-realization in a final act to save his family.",33,"Jon Turteltaub","Audrey Wells","1 h 44 m",1,44,104,"2000-2008","Comedy",6.54830329153605,156739315.50209,"High Rating & Low Gross"
41,"The Kid",110317580,69691949,63.2,40625631,36.8,2000,"Comedy, Drama",8.17,2109,"en","United States of America","Mar 8, 2019","A young boy, Rio (Jake Schur), is forced to go on the run across the American Southwest in a desperate attempt to save his sister (Leila George) from his villainous uncle (Chris Pratt). Along the way, he encounters Sheriff Pat Garrett (Ethan Hawke), on the hunt for the infamous outlaw Billy the Kid (Dane DeHaan). Rio finds himself increasingly entwined in the lives of these two legendary figures as the cat and mouse game of Billy the Kid’s final year of life plays out. Ultimately Rio is forced to choose which type of man he is going to become, the outlaw or the man of valor, and will use this self-realization in a final act to save his family.",33,"Jon Turteltaub","Audrey Wells","1 h 44 m",1,44,104,"2000-2008","Comedy",6.54830329153605,156739315.50209,"High Rating & Low Gross"
41,"The Kid",110317580,69691949,63.2,40625631,36.8,2000,"Comedy, Drama",8.17,2109,"en","United States of America","Jul 7, 2000","Sent from the 1970's to the present to help his older self, a kid (Breslin), now an unhappy image consultant (Willis), gets in touch with who he used to be.",33,"Jon Turteltaub","Audrey Wells","1 h 44 m",1,44,104,"2000-2008","Comedy",6.54830329153605,156739315.50209,"High Rating & Low Gross"
41,"The Kid",110317580,69691949,63.2,40625631,36.8,2000,"Comedy, Drama",8.17,2109,"en","United States of America","Jul 7, 2000","Sent from the 1970's to the present to help his older self, a kid (Breslin), now an unhappy image consultant (Willis), gets in touch with who he used to be.",33,"Jon Turteltaub","Audrey Wells","1 h 44 m",1,44,104,"2000-2008","Comedy",6.54830329153605,156739315.50209,"High Rating & Low Gross"
42,"Billy Elliot",109280263,21995263,20.1,87285000,79.9,2000,"Drama, Comedy, Music",7.595,3826,"en","France, United Kingdom, United States of America","Oct 13, 2000","The life of 11-year old Billy Elliot (Bell), a coal miner's son in Northern England, is forever changed one day when he stumbles upon a ballet class during his weekly boxing lesson.  (Universal Focus)",120,"Stephen Daldry","Lee Hall","1 h 50 m",1,50,110,"2000-2008","Comedy",6.54830329153605,156739315.50209,"High Rating & Low Gross"
43,"Shaft",107196498,70334258,65.6,36862240,34.4,2000,"Action, Adventure, Crime, Thriller",6.017,1271,"en","Germany, United States of America","Jul 2, 1971","Cool black private eye John Shaft is hired by a crime lord to find and retrieve his kidnapped daughter.",102,"John Singleton","Ernest Tidyman, John Singleton, Shane Salerno, Richard Price","1 h 39 m",1,39,99,"2000-2008","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
43,"Shaft",107196498,70334258,65.6,36862240,34.4,2000,"Action, Adventure, Crime, Thriller",6.017,1271,"en","Germany, United States of America","Jul 2, 1971","Cool black private eye John Shaft is hired by a crime lord to find and retrieve his kidnapped daughter.",102,"John Singleton","Ernest Tidyman, John Singleton, Shane Salerno, Richard Price","1 h 39 m",1,39,99,"2000-2008","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
43,"Shaft",107196498,70334258,65.6,36862240,34.4,2000,"Action, Adventure, Crime, Thriller",6.017,1271,"en","Germany, United States of America","Jul 2, 1971","Cool black private eye John Shaft is hired by a crime lord to find and retrieve his kidnapped daughter.",102,"John Singleton","Ernest Tidyman, John Singleton, Shane Salerno, Richard Price","1 h 39 m",1,39,99,"2000-2008","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
43,"Shaft",107196498,70334258,65.6,36862240,34.4,2000,"Action, Adventure, Crime, Thriller",6.017,1271,"en","Germany, United States of America","Jun 16, 2000","A murderer tries to kill the only witness to his last crime.  Shaft (Jackson) and his sidekick (Williams) are trying to catch the murderer.",102,"John Singleton","Ernest Tidyman, John Singleton, Shane Salerno, Richard Price","1 h 39 m",1,39,99,"2000-2008","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
43,"Shaft",107196498,70334258,65.6,36862240,34.4,2000,"Action, Adventure, Crime, Thriller",6.017,1271,"en","Germany, United States of America","Jun 16, 2000","A murderer tries to kill the only witness to his last crime.  Shaft (Jackson) and his sidekick (Williams) are trying to catch the murderer.",102,"John Singleton","Ernest Tidyman, John Singleton, Shane Salerno, Richard Price","1 h 39 m",1,39,99,"2000-2008","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
43,"Shaft",107196498,70334258,65.6,36862240,34.4,2000,"Action, Adventure, Crime, Thriller",6.017,1271,"en","Germany, United States of America","Jun 16, 2000","A murderer tries to kill the only witness to his last crime.  Shaft (Jackson) and his sidekick (Williams) are trying to catch the murderer.",102,"John Singleton","Ernest Tidyman, John Singleton, Shane Salerno, Richard Price","1 h 39 m",1,39,99,"2000-2008","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
43,"Shaft",107196498,70334258,65.6,36862240,34.4,2000,"Action, Adventure, Crime, Thriller",6.017,1271,"en","Germany, United States of America","Jun 14, 2019","JJ, aka John Shaft Jr. (Jessie T. Usher), may be a cyber security expert with a degree from MIT, but to uncover the truth behind his best friend’s untimely death, he needs an education only his dad can provide.  Absent throughout JJ’s youth, the legendary locked-and-loaded John Shaft (Samuel L. Jackson) agrees to help his progeny navigate Harlem’s heroin-infested underbelly.  And while JJ’s own FBI analyst’s badge may clash with his dad’s trademark leather coat, there’s no denying family.  Besides, Shaft’s got an agenda of his own, and a score to settle that’s professional and personal.",102,"John Singleton","Ernest Tidyman, John Singleton, Shane Salerno, Richard Price","1 h 39 m",1,39,99,"2000-2008","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
43,"Shaft",107196498,70334258,65.6,36862240,34.4,2000,"Action, Adventure, Crime, Thriller",6.017,1271,"en","Germany, United States of America","Jun 14, 2019","JJ, aka John Shaft Jr. (Jessie T. Usher), may be a cyber security expert with a degree from MIT, but to uncover the truth behind his best friend’s untimely death, he needs an education only his dad can provide.  Absent throughout JJ’s youth, the legendary locked-and-loaded John Shaft (Samuel L. Jackson) agrees to help his progeny navigate Harlem’s heroin-infested underbelly.  And while JJ’s own FBI analyst’s badge may clash with his dad’s trademark leather coat, there’s no denying family.  Besides, Shaft’s got an agenda of his own, and a score to settle that’s professional and personal.",102,"John Singleton","Ernest Tidyman, John Singleton, Shane Salerno, Richard Price","1 h 39 m",1,39,99,"2000-2008","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
43,"Shaft",107196498,70334258,65.6,36862240,34.4,2000,"Action, Adventure, Crime, Thriller",6.017,1271,"en","Germany, United States of America","Jun 14, 2019","JJ, aka John Shaft Jr. (Jessie T. Usher), may be a cyber security expert with a degree from MIT, but to uncover the truth behind his best friend’s untimely death, he needs an education only his dad can provide.  Absent throughout JJ’s youth, the legendary locked-and-loaded John Shaft (Samuel L. Jackson) agrees to help his progeny navigate Harlem’s heroin-infested underbelly.  And while JJ’s own FBI analyst’s badge may clash with his dad’s trademark leather coat, there’s no denying family.  Besides, Shaft’s got an agenda of his own, and a score to settle that’s professional and personal.",102,"John Singleton","Ernest Tidyman, John Singleton, Shane Salerno, Richard Price","1 h 39 m",1,39,99,"2000-2008","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
44,"The Whole Nine Yards",106371651,57262492,53.8,49109159,46.2,2000,"Comedy, Crime",6.451,1878,"en","United States of America","Feb 18, 2000","Nicholas ""Oz"" Oseransky (Perry) is a nice dentist living in suburban Montreal.  His new next door neighbor, Jimmy ""The Tulip"" Tudeski (Willis), is a hit man hiding out from a dangerous Chicago crime family.  Despite their differences, Oz and Jimmy have one thing in common: someone's trying to kill them both.  (Warner Bros.)",222,"Jonathan Lynn","Mitchell Kapner","1 h 38 m",1,38,98,"2000-2008","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
45,"The Cell",104155843,61334059,58.9,42821784,41.1,2000,"Horror, Science Fiction, Thriller",6.273,1528,"en","Germany, United States of America","Aug 18, 2000","A child therapist enters the mind of a comatose serial killer in the hopes of saving his latest victim.",516,"Tarsem Singh","Mark Protosevich","1 h 47 m",1,47,107,"2000-2008","Science Fiction",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
47,"Shanghai Noon",99274467,56937502,57.4,42336965,42.6,2000,"Adventure, Action, Comedy, Western",6.419,2520,"en","Hong Kong, United States of America","May 26, 2000","When Lo Fong (Roger Yuan) kidnaps the Emperor's daughter, Princess Pei Pei (Lucy Liu), and takes her to America, the Emperor sends his best Imperial Guardsman to find her. Chon Wang (Jackie Chan), one of the Emperor's least distinguished guards, insists on joining them.  He feels responsible for the kidnapping and wants to make amends. However, while the rescue party scours the West, Chon Wang gets separated from the group and soon becomes lost. When he crosses paths with Roy O'Bannon (Owen Wilson), a small-time outlaw, the two become unlikely allies.",214,"Tom Dey","Miles Millar, Alfred Gough","1 h 50 m",1,50,110,"2000-2008","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
48,"The Tigger Movie",96159800,45554533,47.4,50605267,52.6,2000,"Animation, Family, Comedy",6.5,564,"en","United States of America","Feb 11, 2000","Tigger decides that being the one and only can be kind of lonely. He begins thinking that there must be other tiggers somewhere out there begins an amazing journey through the Hundred Acre Wood in search of the ""biggest and most gigantical"" family tree around. (Walt Disney Pictures)",37,"Jun Falkenstein","Eddie Guzelian, Jun Falkenstein, A.A. Milne","1 h 17 m",1,17,77,"2000-2008","Animation",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
49,"The 6th Day",96085477,34604280,36,61481197,64,2000,"Science Fiction, Action, Mystery, Drama",5.984,2019,"en","United States of America, Canada","Nov 17, 2000","A provocative, high-octane look at what happens when technology falls into destructive, corrupt hands -- and when one man refuses to be a pawn in the deadly conspiracy.  (Columbia TriStar)",293,"Roger Spottiswoode","Cormac Wibberley, Marianne Wibberley","2 h 3 m",2,3,123,"2000-2008","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
50,"Romeo Must Die",91036760,55973336,61.5,35063424,38.5,2000,"Action, Crime, Thriller",6.269,1182,"en","United States of America","Mar 22, 2000","Loosely based on Shakespeare's ""Romeo and Juliet,"" this crime plot features Jet Li as an emprisoned son of a Chinese crime family who escapes his Hong Kong prison and flees to Oakland to avenge the death of his brother who is killed by the rival black crime family.  Both families become involved in competing corrupt schemes to finance the building of a waterfront football stadium.",69,"Andrzej Bartkowiak","Mitchell Kapner, Eric Bernt, John Jarrell","1 h 55 m",1,55,115,"2000-2008","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
51,"Fantasia 2000",90874570,60655420,66.7,30219150,33.3,2000,"Animation, Family, Music",6.967,1270,"en","United States of America","Jan 1, 2000","Experience an extravaganza of sight and sound in Fantasia 2000, the triumphant classic inspired by Walt Disney's vision of Fantasia as a continuing work-in-progress. Fully immerse yourself in the wonders of this innovative blend of music and animated imagery. See the music come to life, hear the pictures burst into song and share the excitement that is Fantasia 2000 with your family again and again. [Walt Disney Pictures]",84,"James Algar, 
    
      Gaëtan Brizzi, 
    
      Paul Brizzi, 
    
      Hendel Butoy","Eric Goldberg, James Fujii, Joe Grant, Perce Pearce","1 h 14 m",1,14,74,"2000-2008","Animation",6.54830329153605,156739315.50209,"High Rating & Low Gross"
52,"Autumn in New York",90726668,37761915,41.6,52964753,58.4,2000,"Drama, Romance",6.1,709,"en","United States of America","Aug 11, 2000","A sweet, but terminally ill, young woman is seduced by an aging playboy.",49,"Joan Chen","Allison Burnett","1 h 43 m",1,43,103,"2000-2008","Romance",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
53,"Bring It On",90449929,68379000,75.6,22070929,24.4,2000,"Comedy",6.242,1693,"en","United States of America","Aug 25, 2000","The story of what a student goes through to make it on a cheerleading squad, and how they eventually make it to the national competition.",101,"Peyton Reed","Jessica Bendinger","1 h 38 m",1,38,98,"2000-2008","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
54,"Bedazzled",90383208,37886980,41.9,52496228,58.1,2000,"Fantasy, Comedy, Romance",6.065,1895,"en","Germany, United States of America","Oct 20, 2000","Elliot Richardson (Fraser), a suicidal technical geek, sells his soul to Satan  (Hurley) for seven wishes to turn his life around.  The only catch -- she gets his soul.",111,"Harold Ramis","Peter Cook, Dudley Moore, Larry Gelbart, Harold Ramis, Peter Tolan","1 h 33 m",1,33,93,"2000-2008","Fantasy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
55,"Snatch",83557872,30328156,36.3,53229716,63.7,2000,"Crime, Comedy",7.81,9059,"en","United Kingdom","Jan 19, 2001","Guy Ritchie's highly anticipated comedy features a colorful ensemble cast in a rollicking ride through London's gangster world, its bustling diamond district and a rowdy gypsy camp.  (Columbia Tristar)",593,"Guy Ritchie","Guy Ritchie","1 h 42 m",1,42,102,"2000-2008","Comedy",6.54830329153605,156739315.50209,"High Rating & Low Gross"
56,"Men of Honor",82343495,48818921,59.3,33524574,40.7,2000,"Drama",7.479,2287,"en","United States of America","Nov 10, 2000","Inspired by the life of Carl Brashear (Gooding, Jr.). The setting of his journey is the little known and dangerous world of deep-sea diving in the U.S. Navy of the 1950s and 60s.  (20th Century Fox Films)",56,"George Tillman Jr.","Scott Marshall Smith","2 h 9 m",2,9,129,"2000-2008","Drama",6.54830329153605,156739315.50209,"High Rating & Low Gross"
58,"The Road to El Dorado",76432727,50863742,66.5,25568985,33.5,2000,"Family, Adventure, Animation, Comedy, Fantasy",7.256,3740,"en","United States of America","Mar 31, 2000","When they win a map to El Dorado, the famous City of Gold, Tulio (Kline) and Miguel (Branagh), two down-on-their-luck con men, believe they are on the road to riches.",135,"Bibo Bergeron, 
    
      Don Paul, 
    
      Jeffrey Katzenberg","Ted Elliott, Terry Rossio, Karey Kirkpatrick, Philip LaZebnik","1 h 29 m",1,29,89,"2000-2008","Adventure",6.54830329153605,156739315.50209,"High Rating & Low Gross"
59,"Dude, Where's My Car?",73180723,46729800,63.9,26450923,36.1,2000,"Comedy, Romance",5.5,1867,"en","United States of America","Dec 15, 2000","Last night, two party-hearty Dudes had an unbelievably sweet time. Too bad, they can't remember a thing, including where they parked their car. So, the Dudes embark on a mission: retrace their steps to find out what they did last night (and who they did it to), hoping it will lead them to the missing car. Little do the Dudes know, they're in for the ride of their lives. (20th Century Fox)",134,"Danny Leiner","Philip Stark","1 h 23 m",1,23,83,"2000-2008","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
60,"O Brother, Where Art Thou?",71868327,45512588,63.3,26355739,36.7,2000,"Adventure, Comedy, Crime",7.325,4149,"en","France, United Kingdom, United States of America","Dec 22, 2000","A trio of escaped prisoners (Clooney, Nelson, Turturro) embarks on the adventure of a lifetime as they set out to pursue their freedom and the promise of sharing in the division of a fortune in buried treasure.  (Touchstone Pictures)",219,"Joel Coen, 
    
      Ethan Coen","Homer, Ethan Coen, Joel Coen","1 h 46 m",1,46,106,"2000-2008","Adventure",6.54830329153605,156739315.50209,"High Rating & Low Gross"
61,"Rules of Engagement",71732303,61335230,85.5,10397073,14.5,2000,"War, Drama",6.2,699,"en","United States of America","Apr 7, 2000","Retired Marine Colonel and attorney Hays Hodges (Jones) defends his old friend and comrade-in-arms Col. Terry Childers (Jackson), a highly decorated 30-year Marine veteran, who has been court-martialed for ordering his troops to fire on a hostile crowd storming the U.S. embassy in Yemen which results in the deaths of many civilians.",25,"William Friedkin","Jim Webb, Stephen Gaghan","2 h 8 m",2,8,128,"2000-2008","Drama",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
62,"Frequency",68106245,45010278,66.1,23095967,33.9,2000,"Science Fiction, Thriller",7.242,1784,"en","United States of America","Apr 28, 2000","In this mind-bending thriller, director Gregory Hoblit presents a fresh and original take on time travel with the gripping human story of a father (Quaid) and a son (Caviezel) who reach out to one another across parallel universes to stop a terrible crime.  (New Line Cinema)",226,"Gregory Hoblit","Toby Emmerich","1 h 58 m",1,58,118,"2000-2008","Science Fiction",6.54830329153605,156739315.50209,"High Rating & Low Gross"
